Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
2,Good start,nan,Stable job I worked in this company for 12 years,No career advancement Low pay Too many processes,nan,Current Employee,nan,25/11/2015
3,Work environment,nan,Nice place for starting out and you get to learn new things on the job,Very busy service engineer call rate is high,Associate Engineer,Former Employee,Singapore,10/03/2016
3,OK BUT BORING,nan,Able to have alot of OJT,Alot of processes in place that hinders working,Anonymous Employee,Current Employee,nan,18/06/2019
3,Disappointing,nan,lots of teamwork friendly people,very top down management long working hours salary below industry standard,Technician,Current Employee,nan,24/05/2010
2,Associate Engineer Experience,nan,Undeniably a wellestablished company Good stepping stone,Little room for promotion for nonengineering positions Salary offered is below market rate long working hours,nan,Former Employee,nan,22/06/2011
4,Many Old Bird in the company,nan,Management gives space to learn and grow Understanding and slightly flexible structure,Salary increments are very small,Associate Engineer,Current Employee,nan,20/11/2019
3,ST Engineering Marine Ltd,nan,stable and forgiving company in lieu of project failure,lack of process and tools,Programmer Manager,Current Employee,nan,10/11/2013
4,ST Engineering,nan,Good colleagues and exposure to different work scope,Too many processes and hard to get promoted for nonscholars,Assistant Manager,Current Employee,Singapore,14/10/2019
2,The worst company,nan,Engineers are foremost Stable job,Lack of Communication Old school culture,Senior Marketing Executive,Current Employee,Singapore,12/05/2020
1,Great environment,nan,Excellent promises during hiring process,Management chain is too stupid You can talk with direct manager only and there is no way to elevate your manager mistake Because of that your managers mistake is big problem for you,Team Lead,Former Employee,Yerevan Yerevan,28/08/2012
4,RF engineer,nan,Great working environment and job safety,Hard to get permanent position if you don’t have PR or not citizen,Anonymous Employee,Current Employee,nan,09/10/2019
2,Culture,nan,there is learning space and freedom enrichment program having bonus,rigid and flexible and projects are limited,Engineer,Current Employee,Bukit Merah Estate,08/03/2016
3,No progression,nan,Large organisation with many business interests,Offers job stability but minimum accountability many individuals coast along Slow to realise product development,Director,Current Employee,nan,23/05/2020
2,Stability lacks progress,nan,Stable job ok salary not too stressed,No opportunities to move around feels like old age home with many other employees not interested to work,Anonymous Employee,Current Employee,nan,04/06/2020
3,Ok but not ok,nan,Stability good place to start out for fresh graduates Company believes in continuous learning therefore there will be opportunities to go for courses,Slow progress low increment too many restrictions such as no camera phone,Anonymous Employee,Current Employee,nan,27/08/2015
2,Profitdriven at employees expense,nan,diverse portfolio so can still keep afloat if one portfolio is underperforming,messy too many levels all offices are far from civilisation long working hours still silothinking even tho they have merged no 13th month,Assistant Manager,Former Employee,Boon Lay,15/06/2020
1,Good for scholars but stagnant for the average joe,nan,After working for 2 years i gave up with the culture The title speaks for itself A very disappointing experience,Progression in company is based on sales generated by individuals worst is that it applies to individuals who are not responsible for sales,Anonymous Employee,Former Employee,nan,22/12/2015
3,Work Life Balance,nan,Colleagues and culture is good Work life balance but depends on which department youre in,Slow progression and little recognition for the work done,Anonymous Employee,Former Employee,Manchester England,28/10/2019
3,Poor Planning,nan,Friendly colleagues and you will definitely find good work life balance,if you are looking to strive and work for achievement this might not be the right be to explore into,nan,Current Employee,nan,12/05/2015
2,Regimented stifling culture,nan,Exciting work challenges are expected,A lot of Red Tapes and paperwork,Anonymous Employee,Current Employee,nan,13/03/2018
3,Way to go,nan,Job stability good brand name good bonus,Work processes tend to be arcane and conservative cold culture,Anonymous Employee,Current Employee,nan,30/07/2013
2,Full time,nan,Slow pace environment talk more than work,Salary compensation is not in tandem with your workload poor leadership and governance,Senior Engineer,Former Employee,Singapore,01/11/2019
3,Average,nan,Not a bad place if want to work a lot of OT,No progression in the company pay and benefit very minimal Lose to other company,Connectivity Consultant,Current Employee,nan,13/01/2020
3,Working in st engineering,nan,Work Life Balance Reasonable work load,Low salary People who cannot do work are also hired,Consulting Hardware Engineer,Current Employee,nan,14/01/2020
2,Software Engineer,nan,Flexibility given when needed by the staffs Depends which department,no work life balance Always last minute issues and even called back during weekends,Engineer,Former Employee,Jurong West New Town,12/01/2019
3,Good exposure to interesting domains,nan,Good for fresh graduates Good for learning as entry level,No worklife balance some times working from 9am to 6am Management is a mess,Anonymous Employee,Current Employee,nan,19/09/2019
3,Workplace,nan,Since ST is into a large number of domains theres enough scope for good work,Politics at work used to hamper productivity,Anonymous Employee,Former Employee,Singapore,16/04/2018
3,Good for managment ppl not recommend for technique ppl,nan,Stable job with salary paid on time and 13th month bonus,Lower pay compared to outside market,Anonymous Employee,Current Employee,nan,22/07/2018
2,Engineer,nan,work and life balance thats it,bad performance review system at least to me,nan,Current Employee,nan,03/04/2010
2,Good start,nan,Stable job I worked in this company for 12 years,No career advancement Low pay Too many processes,nan,Current Employee,nan,25/11/2015
3,Work environment,nan,Nice place for starting out and you get to learn new things on the job,Very busy service engineer call rate is high,Associate Engineer,Former Employee,Singapore,10/03/2016
3,OK BUT BORING,nan,Able to have alot of OJT,Alot of processes in place that hinders working,Anonymous Employee,Current Employee,nan,18/06/2019
3,Disappointing,nan,lots of teamwork friendly people,very top down management long working hours salary below industry standard,Technician,Current Employee,nan,24/05/2010
2,Many Old Bird in the company,nan,Undeniably a wellestablished company Good stepping stone,Little room for promotion for nonengineering positions Salary offered is below market rate long working hours,nan,Former Employee,nan,22/06/2011
3,ST Engineering,nan,stable and forgiving company in lieu of project failure,lack of process and tools,Programmer Manager,Current Employee,nan,10/11/2013
2,The worst company,nan,Engineers are foremost Stable job,Lack of Communication Old school culture,Senior Marketing Executive,Current Employee,Singapore,12/05/2020
1,RF engineer,nan,Excellent promises during hiring process,Management chain is too stupid You can talk with direct manager only and there is no way to elevate your manager mistake Because of that your managers mistake is big problem for you,Team Lead,Former Employee,Yerevan Yerevan,28/08/2012
2,Associate Engineer,nan,there is learning space and freedom enrichment program having bonus,rigid and flexible and projects are limited,Engineer,Current Employee,Bukit Merah Estate,08/03/2016
3,Intern,nan,Offers flexibility not a routine type of job,Not a suitable environment for young graduates to work in,nan,Current Employee,nan,10/08/2015
3,Comms,nan,Friendly environment slow working environment,Slow promotion for full time workers,Internship,Former Employee,nan,19/04/2016
3,Aerospace Engineer,nan,work life balance can be enjoyed,lack of collaboration much talk but action to support vision is not clear,Anonymous Employee,Current Employee,nan,13/06/2019
3,Marine Arm of ST Engineering,nan,Well balanced working hours for executives Salary is competitive,Limited staff welfare benefits and poorly maintained working facilitiesenvironment,Aerospace Engineer,Current Employee,nan,13/06/2019
2,Good,nan,Good Annual Bonus Job security and stability,Career growth Low annual Increment Regressive management style,Anonymous Employee,Current Employee,nan,02/02/2019
5,Associate Engineer,nan,Working and discipline is very good,No cons are there in the company,Anonymous Employee,Former Employee,nan,28/06/2019
4,Look elsewhere,nan,Flexibility during work fun working environment,247 standby alot of things to learn,Associate Engineer,Current Employee,Ang Mo Kio New Town,16/10/2019
1,Look for new careers,nan,Worklife balance Some colleagues are helpful and caring,Office politics is everywhere where many nonperforming staffs sabotaging the good staffs Regularly bringing in the military culture that cannot fit in the real commercial world and practising poor management skill Very high staff turnover rate,Anonymous Employee,Former Employee,Jurong East New Town,14/11/2019
4,Can be better working place,nan,Stables income benefits bonus Permanent,Records cleaness promotion claims time,Secretary,Former Employee,Tampines New Town,23/02/2020
3,na good,nan,Training stable and reasonable benefits,Lacking of leadership driving the organisation,Assistant Manager,Former Employee,Boon Lay,02/06/2020
3,OK,nan,nagood company to work in,na pay is low compared to other,nan,Current Employee,nan,23/05/2015
4,Manager,nan,NAME,NAME,Anonymous Employee,Current Employee,nan,07/02/2017
3,old school culture senior management in silo and ivory tower,nan,Shares option available for staff,Long hours and frequent overtime,Assistant Principal Engineer,Current Employee,Ang Mo Kio New Town,22/08/2017
1,Operations Engineer,nan,if you want to retire in certain departments ST is probably a stable place,senior management in silo and ivory tower quick to judge and pass verdicts dont value manpower too many meetings and very manual processes,Anonymous Employee,Current Employee,Singapore,22/10/2017
3,Teacher,nan,Job Security and reputation is good,Low Pay and a stagnant career,Operations Engineer,Current Employee,Boon Lay,19/08/2019
3,Marine Arm of ST Engineering,nan,Enjoyed teaching and watching cadets grow,Low pay for the level of expertise and experience required,Lecturer,Former Employee,Melbourne,22/01/2020
2,Look elsewhere,nan,Good Annual Bonus Job security and stability,Career growth Low annual Increment Regressive management style,Anonymous Employee,Current Employee,nan,02/02/2019
1,Can be better working place,nan,Worklife balance Some colleagues are helpful and caring,Office politics is everywhere where many nonperforming staffs sabotaging the good staffs Regularly bringing in the military culture that cannot fit in the real commercial world and practising poor management skill Very high staff turnover rate,Anonymous Employee,Former Employee,Jurong East New Town,14/11/2019
3,na good,nan,Training stable and reasonable benefits,Lacking of leadership driving the organisation,Assistant Manager,Former Employee,Boon Lay,02/06/2020
3,Manager,nan,nagood company to work in,na pay is low compared to other,nan,Current Employee,nan,23/05/2015
3,old school culture senior management in silo and ivory tower,nan,Shares option available for staff,Long hours and frequent overtime,Assistant Principal Engineer,Current Employee,Ang Mo Kio New Town,22/08/2017
1,Driving Instructor,nan,if you want to retire in certain departments ST is probably a stable place,senior management in silo and ivory tower quick to judge and pass verdicts dont value manpower too many meetings and very manual processes,Anonymous Employee,Current Employee,Singapore,22/10/2017
1,overall positive,nan,A 5 day work week,Most of the time outdoor interaction mainly with 18 years old soldiers The training vehicles are very old that alone speaks in volume you can imagine the current condition of the military vehicles It is all about achieving the KPI,Driving Instructor,Former Employee,nan,15/03/2019
3,Job environment,nan,pleasant working environment friendly people,not much benefits not much off days,nan,Former Employee,nan,27/07/2016
3,Good learning ground,nan,Healty balance of lifestyle and stable pay,Slow progression in career advancement,Anonymous Employee,Current Employee,nan,24/05/2018
3,Engineer,nan,People are nice and friendly,nothing really bad about the organisation,Manager,Current Employee,nan,12/10/2018
3,Engineer,nan,It is a stable job,A lot of ex saf officers 2nd career,Anonymous Employee,Current Employee,nan,05/02/2019
3,Singaporean company,nan,Good pay not too bad bonus,Management is decoupled from the ground people,Anonymous Employee,Current Employee,nan,09/07/2019
3,not bad,nan,Stable forgiving and good guidance,Local thinking Benefits can be improved,Anonymous Employee,Current Employee,nan,17/09/2019
3,Working Environment,nan,stable job reasonable package and remuneration,inflexible management quite backward in tech,Anonymous Employee,Current Employee,nan,08/05/2020
3,Senior Engineer,nan,good worklife balance nice colleagues,salary is a bit below market rate,Senior Engineer,Former Employee,nan,18/06/2020
3,Content Developer,nan,Good work life balance in general,low or minimum pay increment,Anonymous Employee,Current Employee,nan,05/06/2018
3,Engineer,nan,Teamwork fun happy,Latest software computer too old,Content Developer,Current Employee,nan,31/03/2020
3,Mech Engineering,nan,The culture is quite relax,The pace of work is slow,Engineer,Current Employee,Singapore,09/01/2019
3,Satisfactory,nan,Lots of space for innovation,Business developing together with engineering,Anonymous Employee,Current Employee,nan,05/06/2019
2,Engineer,nan,Stable 8 to 5 job,Limited career opportunities and advancement,nan,Former Employee,Singapore,14/03/2011
2,Data Analyst Smart Analytics,nan,Stable job and challenging tasks,No career progression and minimum benefits,Anonymous Employee,Current Employee,nan,14/11/2019
1,Full of Politics,nan,Cheap food at canteen Brand name,Politics to the core No technical leads to guide you Fit only for localsSingaporeans Salary too low,Data Analyst,Current Employee,Singapore,20/04/2020
1,Nice company with poor attitude colleagues,nan,Iron bowl and no retrenchment,Lousy management and full of politics from management Dont have career advancement Workload too much and management wont appreciate at all,Customer Service,Current Employee,Singapore,14/07/2016
1,third world system and overbearing boss,nan,No hogging of upper management,The Culture And Environment And Pay depends And Nothing else i know,Senior Associate Engineer,Current Employee,nan,10/04/2019
1,technician,nan,only pro is stable name,third world manua reportingl system overbearing micro managing boss who dont respect people timing at all,Manager,Current Employee,Singapore,21/11/2016
1,Aerospace technician,nan,there is no best reason to work in singapore technology the company sucks,low paid job which has no prospect in this field,Technician,Current Employee,Singapore,25/10/2012
1,Slow growth,nan,No pros company is stable i guess,Company doesnt care about employees Low wages Basic benefits,Aerospace Technician,Current Employee,Changi Village,18/06/2019
1,nan,nan,stable business coworkers are generally helpful,long hours below market rate pay unprofessional culture no training or progression stale,Anonymous Employee,Current Employee,nan,09/01/2020
0,nan,nan,nan,nan,nan,nan,nan,
